"ACCESSION_NUMBER","SUBMISSION_TYPE","FILING_DATE","CIK","FILE_NUMBER","PERIOD","ISAMENDMENT","PROGRESSUPDATE","NATUREOFAMENDMENT","NAMEOFISSUER","LEGALSTATUSFORM","LEGALSTATUSOTHERDESC","JURISDICTIONORGANIZATION","DATEINCORPORATION","STREET1","STREET2","CITY","STATEORCOUNTRY","ZIPCODE","ISSUERWEBSITE","COMPANYNAME","COMMISSIONCIK","COMMISSIONFILENUMBER","CRDNUMBER"
"0001746059-21-000150","C",20210407,1854825,"020-27913",NA,0,"","","Jade&Jasper LLC","Limited Liability Company","","WA","2021-01-28","11009 16TH AVE SE","","EVERETT","WA","98208","http://www.JadeandJasperHairLounge.com","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000153","C",20210409,1853462,"020-27922",NA,0,"","","Good Beer LLC.","Limited Liability Company","","MO","2018-04-19","500 E. 18TH STREET","","KANSAS CITY","MO","64108","https://www.instagram.com/king.g.kc/","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000154","C",20210409,1776926,"020-27923",NA,0,"","","Make Beverage Group LLC","Limited Liability Company","","CA","2016-07-16","2569 TEA LEAF LN","","TUSTIN","CA","92782","https://www.stonegroovestillhouse.com/","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000156","C",20210412,1856222,"020-27927",NA,0,"","","Genesis Cafe LLC","Limited Liability Company","","IN","2021-02-12","6041 DEWEY AVE","","INDIANAPOLIS","IN","46219","https://www.instagram.com/genesiscafeindy/","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000157","C",20210412,1855210,"020-27930",NA,0,"","","Vault & Cellar LLC","Limited Liability Company","","VA","2021-03-11","3154 GUARD HILL RD","","FRONT ROYAL","VA","22630","https://www.thevaultandcellar.com/","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000159","C",20210413,1856205,"020-27932",NA,0,"","","Wicked BOLD LLC","Limited Liability Company","","TX","2019-09-18","3347 LONG PRAIRIE RD","","FLOWER MOUND","TX","75022","http://www.wickedbold.com","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000160","C",20210413,1856489,"020-27933",NA,0,"","","Oak'd Addison LLC","Limited Liability Company","","TX","2020-10-30","5500 GREENVILLE AVE STE 1300","","DALLAS","TX","75206","https://oakdbbq.com/","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000161","C",20210414,1856254,"020-27938",NA,0,"","","Dawg Haus, LLC","Limited Liability Company","","OR","2021-03-09","13515 SE HOLGATE BLVD APT 6","","PORTLAND","OR","97236","https://www.facebook.com/The-Dawg-Haus-LLC","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000165","C",20210422,1858411,"020-27978",NA,0,"","","Bitty Golf, LLC","Limited Liability Company","","FL","2020-08-03","13435 S MCCALL RD UNIT 16-347","","PORT CHARLOTTE","FL","33981","https://bittygolf.com","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000172","C",20210427,1859096,"020-28002",NA,0,"","","Batter on Deck, LLC","Limited Liability Company","","OR","2020-03-09","15710 NE GLISAN ST","","PORTLAND","OR","97230","https://www.batterondeckpdx.com/","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000173","C",20210427,1858979,"020-28003",NA,0,"","","Back Porch Brewing Inc","Corporation","","PA","2019-10-23","133 N HANOVER ST","","CARLISLE","PA","17013","http://www.backporchbrewinginc.com","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000176","C",20210428,1858702,"020-28008",NA,0,"","","Little Beast Reston, LLC","Limited Liability Company","","VA","2021-03-24","12100 SUNSET HILLS RD STE R6","","RESTON","VA","20190","https://www.littlebeastdc.com/","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000177","C",20210429,1846439,"020-28010",NA,0,"","","High Water Music, LLC","Limited Liability Company","","NY","2008-09-24","1861 MADISON ST APT 2R","","RIDGEWOOD","NY","11385","http://highwatermusic.net","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000178","C",20210429,1859075,"020-28012",NA,0,"","","Ethiopic, LLC","Limited Liability Company","","MD","2019-08-01","1515-1519 W BALTIMORE ST","","BALTMORE","MD","21223","https://www.ethiopicrestaurant.com/","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000179","C",20210429,1859183,"020-28013",NA,0,"","","Southern Fresh Intelligent LLC","Limited Liability Company","","NC","2021-04-19","309 N MAIN ST","","MOUNT HOLLY","NC","28120","https://facebook.com/Firehawk-Brewpub","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000186","C",20210430,1856266,"020-28017",NA,0,"","","PIVOVAR WEST BREWING Co LLC","Limited Liability Company","","CA","2020-01-28","1738 GOODWIN DR","","VISTA","CA","92084","https://www.facebook.com/PivovarWestBrewingCo","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000190","C",20210504,1859493,"020-28027",NA,0,"","","Your Cuisine Chef LLC","Limited Liability Company","","TX","2013-10-01","18325 KINGSLAND BLVD APT 1328","","HOUSTON","TX","77094","https://www.facebook.com/mcknightshotdogstand","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000195","C",20210505,1798432,"020-28037",NA,0,"","","HOT OVEN COOKIES, LLC","Limited Liability Company","","MA","2020-04-20","1597 MAIN ST.","","SPRINGFIELD","MA","01103","https://www.hotovencookies.com/","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000200","C",20210506,1860727,"020-28053",NA,0,"","","Sip n' Unwind, LLC","Limited Liability Company","","FL","2021-04-01","2998 NW 48TH TERRACE","","FORT LAURDERDALE","FL","33303","https://instagram.com/sipnunwind","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000204","C",20210507,1860566,"020-28055",NA,0,"","","Healthy Does Not Mean Boring, LLC","Limited Liability Company","","AL","2021-04-24","726 63RD AVE E","","TUSCALOOSA","AL","35404","https://healthy-does-not-mean-boring-llc.business.site","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000206","C",20210507,1860152,"020-28062",NA,0,"","","Sofusion Cafe, LLC","Limited Liability Company","","MD","2020-04-01","6 S POPPLETON ST","6 S POPPLETON ST","BALTIMORE","MD","21201","https://facebook.com/FusionCafe6","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000209","C",20210511,1861444,"020-28073",NA,0,"","","Hot Dog Box Inc","Corporation","","IL","2020-07-16","14522 S MARQUETTE AVE","","BURNHAM","IL","60633","https://www.thehotdogbox.com/","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000212","C",20210513,1861655,"020-28085",NA,0,"","","Big Ma's Kitchen, LLC.","Limited Liability Company","","MA","2020-12-29","330 MARTIN LUTHER KING BLVD # 350","","BOSTON","MA","02119","http://www.bigmaskitchenroxbury.com","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000213","C",20210513,1861776,"020-28086",NA,0,"","","Team Bodor 3 LLC","Limited Liability Company","","NY","2021-04-22","860 MANHATTAN AVE APT 3L","","BROOKLYN","NY","11222","https://alt.coffee/","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000219","C",20210517,1856618,"020-28100",NA,0,"","","Port International Coffee Inc","Corporation","","FL","2021-02-22","1019 SE 17TH ST","","FORT LAUDERDALE","FL","33316","http://www.port-coffee.com","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000222","C",20210519,1862828,"020-28112",NA,0,"","","Bread is Pain Inc.","Corporation","","CA","2020-09-01","59811 SHARP TERRACE DR","","YUCCA VALLEY","CA","92284","http://www.lunasourdough.com","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000223","C",20210519,1862936,"020-28113",NA,0,"","","Cheap Chick Trading LLC","Limited Liability Company","","AL","2021-04-23","2209 FARLEY RD","","HOOVER","AL","35226","https://facebook.com/CheapChickTrading","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000224","C",20210520,1863427,"020-28128",NA,0,"","","Mexibbean, LLC","Limited Liability Company","","AL","2021-02-04","7169 HIGHWAY 72 W STE A # 113","","MADISON","AL","35758","https://facebook.com/islandtime1962","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000225","C",20210521,1860125,"020-28130",NA,0,"","","BRONX BURGER Co LLC","Limited Liability Company","","NY","2021-04-28","2767 MARION AVE","","BRONX","NY","10458","https://www.facebook.com/supremebnyc/","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000226","C",20210521,1863267,"020-28131",NA,0,"","","Detroit Style Inc.","Corporation","","TX","2021-05-06","12221 EUNICE ST","","FARMERS BRANCH","TX","75234","https://rockcityza.com/menu","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000228","C",20210524,1863058,"020-28142",NA,0,"","","Emerald Coast Brewing Co LLC","Limited Liability Company","","FL","2021-03-01","617 SHADY OAKS LN","","LYNN HAVEN","FL","32444","https://www.emcoastbrewing.com/","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000229","C",20210525,1826247,"020-28150",NA,0,"","","Coquette LLC","Limited Liability Company","","NM","2019-07-15","1314 RUFINA CIR STE A3","","SANTA FE","NM","87507","https://www.coquettecakes.com","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000232","C",20210526,1846742,"020-28158",NA,0,"","","ARMAGA VR Inc","Corporation","","IL","2018-08-27","2400 SUNRISE CT","","AURORA","IL","60503","http://www.armagavr.com","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000233","C",20210527,1864442,"020-28161",NA,0,"","","TWO BEAGLES DISTILLING CO.","Corporation","","VA","2020-06-04","3330 BOURBON STREET SUIT 101","","FREDERICKSBURG","VA","22408","twobeaglesdistilling.com","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000242","C",20210528,1841104,"020-28165",NA,0,"","","Pizza Grace, LLC","Limited Liability Company","","MD","2020-06-12","6317 JASON ST","","CHEVERLY","MD","20785","https://instagram.com/ryan.westover","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000244","C",20210528,1804863,"020-28168",NA,0,"","","JK WILLIAMS DISTILLING, LLC","Limited Liability Company","","IL","2012-07-16","8635 N INDUSTRIAL ROAD","","PEORIA","IL","61615","jkwilliamsdistilling.com","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000250","C",20210601,1865194,"020-28175",NA,0,"","","Daiquiri Uncorked LLC","Limited Liability Company","","TX","2021-05-05","7050 JETTY LN","","HOUSTON","TX","77072","https://www.daiquirisandmore.com","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000251","C",20210601,1842714,"020-28179",NA,0,"","","PIECEMEAL LLC","Limited Liability Company","","VT","2016-02-02","5 S MAIN ST","","WHITE RIVER JUNCTION","VT","05001","http://www.piecemealpies.com/","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000253","C",20210602,1865134,"020-28182",NA,0,"","","CCS Worldwide, LLC","Limited Liability Company","","NY","2021-05-17","561 W 180TH STREET APT 6C","","NEW YORK","NY","10033","www.facebook.com/Kizin-lakay","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000255","C",20210602,1863396,"020-28186",NA,0,"","","Imees Kitchen","Limited Liability Company","","IL","2018-08-08","2958 N PINE GROVE, 1N","","CHICAGO","IL","60606","imeeskitchen.com","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000257","C",20210603,1852511,"020-28187",NA,0,"","","Arterial Coffee, LLC","Limited Liability Company","","PA","2019-10-04","139 N 50TH ST APT 1","","PHILADELPHIA","PA","19139","https://www.instagram.com/arterial.coffee/","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000258","C",20210603,1865610,"020-28189",NA,0,"","","Serene Drops, LLC","Limited Liability Company","","MI","2020-04-15","848 W RIVER CENTER DR NE","","COMSTOCK PARK","MI","49321","https://www.serenedrops.com","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000260","C",20210604,1864550,"020-28196",NA,0,"","","Mama's Best Bakery, LLC","Limited Liability Company","","ID","2021-03-31","259 PHEASANT RD W UNIT 25","","TWIN FALLS","ID","83301","https://www.mamasbestbakerytwinfalls.com/","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000262","C",20210607,1866100,"020-28200",NA,0,"","","Firebrand, LLC","Limited Liability Company","","NH","2021-04-01","33 VAUGHAN MALL","","PORTSMOUTH","NH","03801","https://www.lovebirdsdonuts.com/","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000265","C",20210609,1866510,"020-28216",NA,0,"","","Glow Worm Play Cafe, LLC","Limited Liability Company","","KY","2021-04-09","962 BARRET AVE","","LOUISVILLE","KY","40204","https://facebook.com/glowwormplaycafe","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000267","C",20210610,1866774,"020-28222",NA,0,"","","Tasty Acres Homestead, LLC","Limited Liability Company","","ID","2021-05-06","7062 ASH ST","","BONNERS FERRY","ID","83805","https://www.facebook.com/pg/sewardAKfarm/posts/","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000270","C",20210610,1866744,"020-28224",NA,0,"","","Tilton Brothers Brewing, LLC","Limited Liability Company","","NH","2017-10-10","845 LAFAYETTE RD STE 6","","HAMPTON","NH","03842","http://tiltonbrothersbrewing.com","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000271","C",20210611,1866415,"020-28229",NA,0,"","","TACO PORT, LLC","Limited Liability Company","","NC","2020-10-26","1901 SPRING GARDEN ST","","GREENSBORO","NC","27403","https://tacoportgso.com/","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000272","C",20210611,1866703,"020-28231",NA,0,"","","Zash Valencia, LLC","Limited Liability Company","","CA","2020-02-11","3347 FILLMORE ST","","SAN FRANCISCO","CA","94123","http://www.hinoyacurryusa.com","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000274","C",20210614,1866028,"020-28233",NA,0,"","","RANGOON RESTAURANT CONCEPTS LLC","Limited Liability Company","","NY","2018-02-13","500 PROSPECT PL","","BROOKLYN","NY","11238","https://www.rangoon.nyc/","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000278","C",20210615,1867049,"020-28240",NA,0,"","","Conjure Collective LLC","Limited Liability Company","","LA","2021-04-21","127 TOWN HOMES DR","","LAFAYETTE","LA","70501","https://the-conjure-collective.square.site/","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000280","C",20210615,1867751,"020-28242",NA,0,"","","Cultured Provisions, LLC","Limited Liability Company","","NY","2020-05-12","543 CLINTON ST","","BROOKLYN","NY","11231","http://acqbread.com","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000283","C",20210616,1867930,"020-28244",NA,0,"","","811 CREPES LLC","Limited Liability Company","","AL","2021-05-17","1904 16TH AVE S","","BIRMINGHAM","AL","35205","https://www.facebook.com/811Crepes/","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000284","C",20210617,1868285,"020-28255",NA,0,"","","Malcolm X Brothers, Inc.","Corporation","","NY","2021-05-01","417 MYRTLE AVE # 7","","BROOKLYN","NY","11205","https://www.instagram.com/dickandjanes/?","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000285","C",20210617,1867110,"020-28256",NA,0,"","","Wild Orchid Bakery LLC","Limited Liability Company","","NH","2020-06-16","52 W ELMHURST AVE","","MANCHESTER","NH","03103","https://www.wildorchidbakery.com/","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000288","C",20210621,1867957,"020-28262",NA,0,"","","Voghera Apericena, LLC","Limited Liability Company","","CO","2021-03-23","17789 E 44TH AVE","","DENVER","CO","80249","https://www.facebook.com/Voghera-Ristorante","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000294","C",20210624,1869447,"020-28290",NA,0,"","","Earth, Wind & BOOKS LLC","Limited Liability Company","","TX","2021-01-05","2816 MAIN ST","","DALLAS","TX","75226","https://linktr.ee/earthwindandbooks","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000295","C",20210624,1846742,"020-28291",NA,0,"","","ARMAGA VR Inc","Corporation","","IL","2018-08-27","2400 SUNRISE CT","","AURORA","IL","60503","http://www.armagavr.com","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000306","C",20210701,1795077,"020-28333",NA,0,"","","De Carolis Brothers Cyclists LLC","Limited Liability Company","","MA","2014-04-01","489 ESSEX STREET","","LAWRENCE","MA","01840","http://www.dcbcyclists.com","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000311","C",20210702,1869590,"020-28339",NA,0,"","","Salem Cycle, Inc.","Corporation","","MA","2013-12-30","72 WASHINGTON ST","","SALEM","MA","01970","https://www.salemcycle.com/","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000319","C",20210706,1869312,"020-28347",NA,0,"","","Greywood Group, LLP","Limited Partnership","","MD","2019-06-11","700 PAREV WAY","","UPPER MARLBORO","MD","20774","https://www.greywoodgroupllp.com/our-story","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000324","C",20210707,1871402,"020-28352",NA,0,"","","Select Goods LLC","Limited Liability Company","","PA","2021-04-15","1989 PENFIELD ST","","PHILADELPHIA","PA","19138","https://facebook.com/theselectgoods","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000325","C",20210707,1870849,"020-28355",NA,0,"","","Deep Sea Vegan, LLC","Limited Liability Company","","TN","2021-06-25","2608 PADDLE WHEEL DR","","NASHVILLE","TN","37214","https://deepseavegan.com/","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000327","C",20210709,1829739,"020-28369",NA,0,"","","Anas Norwegian Bakeri LLC","Limited Liability Company","","CO","2020-05-11","8041 S KALISPELL WAY","","CENTENNIAL","CO","80112","http://Www.anasnorwegianbakeri.com","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000328","C",20210709,1871361,"020-28371",NA,0,"","","Short Creek Farm LLC","Limited Liability Company","","NH","2015-04-15","18 WINDING HILL RD","","NORTHWOOD","NH","03261","http://shortcreeknh.com","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000332","C",20210712,1871288,"020-28377",NA,0,"","","Pura Vida Coffee Co LLC","Limited Liability Company","","NH","2020-06-03","128 DEPOT RD","","HANCOCK","NH","03449","http://www.troubardour.com","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000333","C",20210712,1870957,"020-28378",NA,0,"","","RENN RESTAURANT GROUP, LLC","Limited Liability Company","","ME","2021-02-02","116 EMERY ST","","PORTLAND","ME","04102","https://www.rubyswestend.com/","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000334","C",20210712,1871454,"020-28380",NA,0,"","","Upwardly Mobile Coffee, LLC","Limited Liability Company","","OK","2021-06-22","1616 N ELLISON AVE","","OKLAHOMA CITY","OK","73106","https://upwardlymobile.coffee/","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000341","C",20210713,1860152,"020-28388",NA,0,"","","Sofusion Cafe, LLC","Limited Liability Company","","MD","2020-04-01","6 S POPPLETON ST","6 S POPPLETON ST","BALTIMORE","MD","21201","https://facebook.com/FusionCafe6","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000342","C",20210713,1872395,"020-28390",NA,0,"","","Brothers Taphouse LLC","Limited Liability Company","","CA","2021-03-25","2270 NICOLAUS RD STE 112","","LINCOLN","CA","95648","https://brothers-taphouse.com/","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000343","C",20210714,1660271,"020-28396",NA,0,"","","Star Estate Development Group","Limited Liability Company","","NY","2015-06-25","1835 BROADWAY","","WEST PARK","NY","12493","http://www.thehudsonhouseny.com","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000345","C",20210716,1873054,"020-28409",NA,0,"","","Lil Mama's Chicago Style Hoagy, LLC","Limited Liability Company","","TN","2020-08-28","818 GEORGIA AVE STE 114","","CHATTANOOGA","TN","37402","http://www.lilmamaschistylehoagy.com","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000346","C",20210719,1870055,"020-28418",NA,0,"","","Casa W Distillery, LLC","Limited Liability Company","","PA","2020-06-02","1339 PENN AVE","","WYOMISSING","PA","19610","https://www.instagram.com/casawdistillery/","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000352","C",20210720,1873894,"020-28424",NA,0,"","","Filthy Filly's Enterprises","Limited Partnership","","CA","2019-01-03","338 W TEFFT ST STE A","","NIPOMO","CA","93444","www.filthyfillys.com","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000353","C",20210721,1871342,"020-28428",NA,0,"","","Blue Earth Pizza Co LLC","Limited Liability Company","","SC","2021-06-30","2123 GREENE ST","","COLUMBIA","SC","29205","https://www.instagram.com/bluepizzasc/","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000360","C",20210723,1872232,"020-28447",NA,0,"","","Philly's on the Hill, LLC","Limited Liability Company","","GA","2021-06-22","680 CANYON OAK LOOP","","RICHMOND HILL","GA","31324","https://www.facebook.com/PhillysOnTheHill","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000361","C",20210723,1872826,"020-28448",NA,0,"","","MetroNOME Brewery LLC","Limited Liability Company","","MN","2020-10-30","1144 LAUREL AVENUE","","ST. PAUL","MN","55108","http://www.metronomebrewery.com","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000362","C",20210723,1873831,"020-28457",NA,0,"","","Blue Marlin Bistro LLC","Limited Liability Company","","GA","2021-06-19","5495 OLD NATIONAL HWY STE B18-101","","ATLANTA","GA","30349","https://www.facebook.com/Blue-Marlin-Bistro","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000363","C",20210726,1874812,"020-28459",NA,0,"","","Mantis Management Group, LLC","Limited Liability Company","","MA","2018-11-06","3 VERMONT AVE","","SAUGUS","MA","01906","https://instagram.com/eastcoasterdam","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000367","C",20210727,1874902,"020-28470",NA,0,"","","Game Over Bar & Arcade","Limited Liability Company","","NC","2021-06-25","28 N FRONT ST","","WILMINGTON","NC","28401","gameoverilm.com","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000369","C",20210728,1874131,"020-28479",NA,0,"","","BrokenSpanish, LLC","Limited Liability Company","","IL","2020-02-27","525 N ADA ST APT 20","","CHICAGO","IL","60642","http://www.bocadillomarket.com/","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000370","C",20210729,1875485,"020-28484",NA,0,"","","Tradesman Brewing Co. INC","Corporation","","SC","2013-07-30","1639 TATUM ST","","CHARLESTON","SC","29412","https://www.tradesmanbrewing.com/","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000373","C",20210730,1875561,"020-28489",NA,0,"","","Ellett & Edmands LLC","Limited Liability Company","","NY","2014-07-08","532 W 152ND ST APT 22","","NEW YORK","NY","10031","pupsterbakery.com","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000374","C",20210730,1873095,"020-28491",NA,0,"","","Joy Goddess Delectables, LLC","Limited Liability Company","","IA","2018-04-10","1374 ELM AVE","","WELLMAN","IA","52356","https://thisisjoannas.com/","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000375","C",20210730,1874807,"020-28492",NA,0,"","","BMORE ICE, LLC","Limited Liability Company","","MD","2018-05-11","10015 VAN WINKLE LN","","MIDDLE RIVER","MD","21220","https://www.bmoreice.com/","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000376","C",20210730,1871384,"020-28495",NA,0,"","","What BBQ & Bar, LLC","Limited Liability Company","","IA","2018-09-04","106 S CODY RD","","LECLAIRE","IA","52753","https://www.whatbbqbar.com/","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000382","C",20210802,1871207,"020-28507",NA,0,"","","Wild Fox Restaurant Group, LLC","Limited Liability Company","","MA","2017-09-14","15 MORRIS ST","","MALDEN","MA","02148","http://wildfoxpierogi.com","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000384","C",20210803,1867311,"020-28516",NA,0,"","","Groovy Garlic Gals, LLC","Limited Liability Company","","TX","2019-05-20","628 S CHURCH ST","","LOCKHART","TX","78644","http://www.mamosgarlicsauce.com/","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000385","C",20210804,1876422,"020-28517",NA,0,"","","Calliope Restaurant, LLC","Limited Liability Company","","TN","2021-06-06","313 MCFARLAND AVE","","ROSSVILLE","GA","30741","https://www.eatcalliope.com/","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000387","C",20210805,1876344,"020-28529",NA,0,"","","Valkyrie Axe Throwing, LLC","Limited Liability Company","","TN","2019-08-01","45 E MAIN ST STE 108","","CHATTANOOGA","TN","37408","https://valkyrieaxethrowing.com/","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000389","C",20210805,1876362,"020-28530",NA,0,"","","Twin Pike Beverage Company, LLC","Limited Liability Company","","MO","2019-09-09","9155 HIGHWAY 79","","LOUISIANA","MO","63353","https://twinpike.com/","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000391","C",20210806,1876949,"020-28531",NA,0,"","","Love of Honey LLC","Limited Liability Company","","VA","2020-06-01","119 MOUNTAIN AVE","","FALMOUTH","VA","22405","https://loveofhoney.com/","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000398","C",20210811,1866744,"020-28556",NA,0,"","","Tilton Brothers Brewing, LLC","Limited Liability Company","","NH","2017-10-10","845 LAFAYETTE RD STE 6","","HAMPTON","NH","03842","http://tiltonbrothersbrewing.com","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000403","C",20210812,1877283,"020-28558",NA,0,"","","Sol Hospitality Group, LLC","Limited Liability Company","","FL","2021-07-01","2149 3RD AVE S # 6","","ST PETERSBURG","FL","33712","http://www.solstpete.com","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000406","C",20210817,1877781,"020-28584",NA,0,"","","Pure Grind Fitness, LLC","Limited Liability Company","","NC","2020-08-11","938 OLD FORESTER LN","","CHARLOTTE","NC","28214","https://www.puregrindfit.com/","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000407","C",20210817,1770329,"020-28585",NA,0,"","","Zaahh, Inc.","Corporation","","CA","2018-10-11","401 ASH STREET #3","","MILL VALLEY","CA","94941","https://awesomesourdough.com/","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000408","C",20210818,1878972,"020-28588",NA,0,"","","Marinas Cafe, LLC","Limited Liability Company","","IL","2021-01-28","3517 N SPAULDING AVE","","CHICAGO","IL","60618","marinascafechicago.com","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000410","C",20210819,1878432,"020-28597",NA,0,"","","DJ's Cast Iron Burgers, LLC","Limited Liability Company","","FL","2021-07-26","213 NW 10TH AVE","","GAINESVILLE","FL","32601","https://www.instagram.com/djscastironburgers","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000415","C",20210819,1879275,"020-28604",NA,0,"","","Knox investment group LLC","Limited Liability Company","","TN","2021-08-13","2942 EDGEWOOD AVE","","KNOXVILLE","TN","37917","http://myburgerboys.com","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000418","C",20210823,1871652,"020-28611",NA,0,"","","Biscuit & Counter, LLC","Limited Liability Company","","CA","2020-07-29","4201 AMBER LN","","PALM SPRINGS","CA","92262","http://www.biscuitandcounter.com","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000420","C",20210824,1879225,"020-28626",NA,0,"","","Les Gourmands, LLC","Limited Liability Company","","CA","2017-01-16","280 5TH ST","","SAN FRANCISCO","CA","94103","http://lesgourmandsbakery.com","MainVest, Inc.",1746059,"007-00162",NA
